timestamp,event_type,detail,x,y,window_title,element_type,element_content
2026-03-24T19:29:31.683161,mouse_move,Mouse at (1240, 305),1240,305,,,
2026-03-24T19:29:31.685160,mouse_move,Mouse at (1232, 307),1232,307,,,
2026-03-24T19:29:31.693026,mouse_move,Mouse at (1227, 309),1227,309,,,
2026-03-24T19:29:31.701178,mouse_move,Mouse at (1220, 313),1220,313,,,
2026-03-24T19:29:31.708472,mouse_move,Mouse at (1212, 317),1212,317,,,
2026-03-24T19:29:31.747218,mouse_move,Mouse at (1205, 319),1205,319,,,
2026-03-24T19:29:31.748228,mouse_move,Mouse at (1175, 334),1175,334,,,
2026-03-24T19:29:31.749232,mouse_move,Mouse at (1163, 338),1163,338,,,
2026-03-24T19:29:31.756325,mouse_move,Mouse at (1150, 345),1150,345,,,
2026-03-24T19:29:31.764768,mouse_move,Mouse at (1132, 353),1132,353,,,
2026-03-24T19:29:31.772942,mouse_move,Mouse at (1117, 361),1117,361,,,
2026-03-24T19:29:31.812539,mouse_move,Mouse at (1105, 367),1105,367,,,
2026-03-24T19:29:31.812539,mouse_move,Mouse at (1076, 385),1076,385,,,
2026-03-24T19:29:31.812539,mouse_move,Mouse at (1066, 392),1066,392,,,
2026-03-24T19:29:31.820391,mouse_move,Mouse at (1058, 400),1058,400,,,
2026-03-24T19:29:31.829069,mouse_move,Mouse at (1050, 406),1050,406,,,
2026-03-24T19:29:31.836863,mouse_move,Mouse at (1041, 412),1041,412,,,
2026-03-24T19:29:31.879684,mouse_move,Mouse at (1033, 419),1033,419,,,
2026-03-24T19:29:31.879684,mouse_move,Mouse at (996, 442),996,442,,,
2026-03-24T19:29:31.887279,mouse_move,Mouse at (986, 445),986,445,,,
2026-03-24T19:29:31.892777,mouse_move,Mouse at (978, 445),978,445,,,
2026-03-24T19:29:31.901342,mouse_move,Mouse at (966, 445),966,445,,,
2026-03-24T19:29:31.908458,mouse_move,Mouse at (954, 441),954,441,,,
2026-03-24T19:29:31.946658,mouse_move,Mouse at (940, 437),940,437,,,
2026-03-24T19:29:31.947946,mouse_move,Mouse at (893, 405),893,405,,,
2026-03-24T19:29:31.948945,mouse_move,Mouse at (878, 397),878,397,,,
2026-03-24T19:29:31.956946,mouse_move,Mouse at (864, 388),864,388,,,
2026-03-24T19:29:31.965141,mouse_move,Mouse at (843, 374),843,374,,,
2026-03-24T19:29:31.972494,mouse_move,Mouse at (830, 367),830,367,,,
2026-03-24T19:29:32.009864,mouse_move,Mouse at (810, 359),810,359,,,
2026-03-24T19:29:32.009864,mouse_move,Mouse at (755, 343),755,343,,,
2026-03-24T19:29:32.012876,mouse_move,Mouse at (737, 340),737,340,,,
2026-03-24T19:29:32.020876,mouse_move,Mouse at (722, 339),722,339,,,
2026-03-24T19:29:32.028793,mouse_move,Mouse at (703, 338),703,338,,,
2026-03-24T19:29:32.062108,mouse_move,Mouse at (689, 338),689,338,,,
2026-03-24T19:29:32.062108,mouse_move,Mouse at (643, 339),643,339,,,
2026-03-24T19:29:32.068723,mouse_move,Mouse at (627, 339),627,339,,,
2026-03-24T19:29:32.077070,mouse_move,Mouse at (612, 339),612,339,,,
2026-03-24T19:29:32.126058,mouse_move,Mouse at (596, 339),596,339,,,
2026-03-24T19:29:32.127071,mouse_move,Mouse at (553, 335),553,335,,,
2026-03-24T19:29:32.133070,mouse_move,Mouse at (548, 334),548,334,,,
2026-03-24T19:29:32.141069,mouse_move,Mouse at (546, 332),546,332,,,
2026-03-24T19:29:32.176646,mouse_move,Mouse at (544, 331),544,331,,,
2026-03-24T19:29:32.177771,mouse_move,Mouse at (535, 324),535,324,,,
2026-03-24T19:29:32.181084,mouse_move,Mouse at (533, 323),533,323,,,
2026-03-24T19:29:32.188636,mouse_move,Mouse at (531, 320),531,320,,,
2026-03-24T19:29:32.196496,mouse_move,Mouse at (529, 318),529,318,,,
2026-03-24T19:29:32.228225,mouse_move,Mouse at (527, 317),527,317,,,
2026-03-24T19:29:32.229367,mouse_move,Mouse at (523, 312),523,312,,,
2026-03-24T19:29:32.229367,mouse_move,Mouse at (520, 311),520,311,,,
2026-03-24T19:29:32.237083,mouse_move,Mouse at (518, 309),518,309,,,
2026-03-24T19:29:32.244925,mouse_move,Mouse at (515, 307),515,307,,,
2026-03-24T19:29:32.278869,mouse_move,Mouse at (513, 305),513,305,,,
2026-03-24T19:29:32.279876,mouse_move,Mouse at (504, 301),504,301,,,
2026-03-24T19:29:32.286640,mouse_move,Mouse at (502, 300),502,300,,,
2026-03-24T19:29:32.292985,mouse_move,Mouse at (500, 300),500,300,,,
2026-03-24T19:29:32.302530,mouse_move,Mouse at (497, 300),497,300,,,
2026-03-24T19:29:32.343222,mouse_move,Mouse at (495, 299),495,299,,,
2026-03-24T19:29:32.343222,mouse_move,Mouse at (488, 298),488,298,,,
2026-03-24T19:29:32.349448,mouse_move,Mouse at (485, 298),485,298,,,
2026-03-24T19:29:32.356329,mouse_move,Mouse at (481, 298),481,298,,,
2026-03-24T19:29:32.364470,mouse_move,Mouse at (478, 298),478,298,,,
2026-03-24T19:29:32.395867,mouse_move,Mouse at (475, 298),475,298,,,
2026-03-24T19:29:32.397043,mouse_move,Mouse at (466, 298),466,298,,,
2026-03-24T19:29:32.397043,mouse_move,Mouse at (462, 298),462,298,,,
2026-03-24T19:29:32.404119,mouse_move,Mouse at (459, 298),459,298,,,
2026-03-24T19:29:32.413153,mouse_move,Mouse at (456, 298),456,298,,,
2026-03-24T19:29:32.421069,mouse_move,Mouse at (454, 298),454,298,,,
2026-03-24T19:29:32.461220,mouse_move,Mouse at (453, 298),453,298,,,
2026-03-24T19:29:32.462348,mouse_move,Mouse at (452, 298),452,298,,,
2026-03-24T19:29:32.484480,mouse_move,Mouse at (452, 298),452,298,,,
2026-03-24T19:29:32.526636,mouse_move,Mouse at (452, 298),452,298,,,
2026-03-24T19:29:32.527636,mouse_move,Mouse at (454, 295),454,295,,,
2026-03-24T19:29:32.535957,mouse_move,Mouse at (457, 294),457,294,,,
2026-03-24T19:29:32.540956,mouse_move,Mouse at (459, 293),459,293,,,
2026-03-24T19:29:32.548417,mouse_move,Mouse at (464, 291),464,291,,,
2026-03-24T19:29:32.556417,mouse_move,Mouse at (469, 290),469,290,,,
2026-03-24T19:29:32.565418,mouse_move,Mouse at (476, 290),476,290,,,
2026-03-24T19:29:32.573417,mouse_move,Mouse at (482, 289),482,289,,,
2026-03-24T19:29:32.580993,mouse_move,Mouse at (486, 288),486,288,,,
2026-03-24T19:29:32.589393,mouse_move,Mouse at (490, 287),490,287,,,
2026-03-24T19:29:32.624262,mouse_move,Mouse at (492, 287),492,287,,,
2026-03-24T19:29:32.625261,mouse_move,Mouse at (496, 287),496,287,,,
2026-03-24T19:29:32.637262,mouse_move,Mouse at (497, 287),497,287,,,
2026-03-24T19:29:32.693123,mouse_move,Mouse at (498, 287),498,287,,,
2026-03-24T19:29:32.693123,mouse_move,Mouse at (498, 287),498,287,,,
2026-03-24T19:29:33.044699,mouse_click,Mouse left Click,498,287,,,
2026-03-24T19:29:33.077223,mouse_move,Mouse at (499, 287),499,287,,,
2026-03-24T19:29:33.695380,mouse_move,Mouse at (499, 287),499,287,,,
2026-03-24T19:29:33.695380,mouse_move,Mouse at (500, 288),500,288,,,
2026-03-24T19:29:33.701968,mouse_move,Mouse at (501, 289),501,289,,,
2026-03-24T19:29:33.709264,mouse_move,Mouse at (503, 290),503,290,,,
2026-03-24T19:29:33.716653,mouse_move,Mouse at (505, 293),505,293,,,
2026-03-24T19:29:33.760375,mouse_move,Mouse at (510, 298),510,298,,,
2026-03-24T19:29:33.760884,mouse_move,Mouse at (558, 334),558,334,,,
2026-03-24T19:29:33.766496,mouse_move,Mouse at (575, 348),575,348,,,
2026-03-24T19:29:33.773129,mouse_move,Mouse at (603, 369),603,369,,,
2026-03-24T19:29:33.780353,mouse_move,Mouse at (630, 388),630,388,,,
2026-03-24T19:29:33.811605,mouse_move,Mouse at (658, 409),658,409,,,
2026-03-24T19:29:33.812937,mouse_move,Mouse at (706, 450),706,450,,,
2026-03-24T19:29:33.812937,mouse_move,Mouse at (727, 471),727,471,,,
2026-03-24T19:29:33.821331,mouse_move,Mouse at (747, 490),747,490,,,
2026-03-24T19:29:33.828763,mouse_move,Mouse at (763, 506),763,506,,,
2026-03-24T19:29:33.875883,mouse_move,Mouse at (776, 518),776,518,,,
2026-03-24T19:29:33.875883,mouse_move,Mouse at (812, 557),812,557,,,
2026-03-24T19:29:33.876887,mouse_move,Mouse at (819, 564),819,564,,,
2026-03-24T19:29:33.884886,mouse_move,Mouse at (826, 573),826,573,,,
2026-03-24T19:29:33.893253,mouse_move,Mouse at (831, 580),831,580,,,
2026-03-24T19:29:33.926205,mouse_move,Mouse at (835, 586),835,586,,,
2026-03-24T19:29:33.927217,mouse_move,Mouse at (842, 600),842,600,,,
2026-03-24T19:29:33.933217,mouse_move,Mouse at (844, 602),844,602,,,
2026-03-24T19:29:33.941216,mouse_move,Mouse at (844, 604),844,604,,,
2026-03-24T19:29:33.948523,mouse_move,Mouse at (844, 605),844,605,,,
2026-03-24T19:29:33.979457,mouse_move,Mouse at (844, 606),844,606,,,
2026-03-24T19:29:33.980535,mouse_move,Mouse at (844, 607),844,607,,,
2026-03-24T19:29:33.980535,mouse_move,Mouse at (843, 607),843,607,,,
2026-03-24T19:29:33.989211,mouse_move,Mouse at (843, 607),843,607,,,
2026-03-24T19:29:33.997099,mouse_move,Mouse at (841, 607),841,607,,,
2026-03-24T19:29:34.005197,mouse_move,Mouse at (838, 607),838,607,,,
2026-03-24T19:29:34.042103,mouse_move,Mouse at (835, 608),835,608,,,
2026-03-24T19:29:34.043373,mouse_move,Mouse at (827, 611),827,611,,,
2026-03-24T19:29:34.044376,mouse_move,Mouse at (823, 612),823,612,,,
2026-03-24T19:29:34.053027,mouse_move,Mouse at (821, 613),821,613,,,
2026-03-24T19:29:34.061170,mouse_move,Mouse at (817, 615),817,615,,,
2026-03-24T19:29:34.112560,mouse_move,Mouse at (814, 615),814,615,,,
2026-03-24T19:29:34.112560,mouse_move,Mouse at (795, 616),795,616,,,
2026-03-24T19:29:34.120369,mouse_move,Mouse at (791, 616),791,616,,,
2026-03-24T19:29:34.125403,mouse_move,Mouse at (787, 616),787,616,,,
2026-03-24T19:29:34.132882,mouse_move,Mouse at (782, 616),782,616,,,
2026-03-24T19:29:34.141016,mouse_move,Mouse at (777, 616),777,616,,,
2026-03-24T19:29:34.176933,mouse_move,Mouse at (772, 615),772,615,,,
2026-03-24T19:29:34.177968,mouse_move,Mouse at (757, 614),757,614,,,
2026-03-24T19:29:34.181131,mouse_move,Mouse at (753, 614),753,614,,,
2026-03-24T19:29:34.189366,mouse_move,Mouse at (747, 613),747,613,,,
2026-03-24T19:29:34.196398,mouse_move,Mouse at (742, 613),742,613,,,
2026-03-24T19:29:34.246235,mouse_move,Mouse at (739, 612),739,612,,,
2026-03-24T19:29:34.246235,mouse_move,Mouse at (728, 612),728,612,,,
2026-03-24T19:29:34.254561,mouse_move,Mouse at (726, 612),726,612,,,
2026-03-24T19:29:34.260560,mouse_move,Mouse at (725, 612),725,612,,,
2026-03-24T19:29:34.268561,mouse_move,Mouse at (722, 612),722,612,,,
2026-03-24T19:29:34.313137,mouse_move,Mouse at (720, 612),720,612,,,
2026-03-24T19:29:34.314153,mouse_move,Mouse at (711, 612),711,612,,,
2026-03-24T19:29:34.316359,mouse_move,Mouse at (710, 612),710,612,,,
2026-03-24T19:29:34.324820,mouse_move,Mouse at (708, 612),708,612,,,
2026-03-24T19:29:34.332859,mouse_move,Mouse at (706, 612),706,612,,,
2026-03-24T19:29:34.379542,mouse_move,Mouse at (705, 613),705,613,,,
2026-03-24T19:29:34.383018,mouse_move,Mouse at (698, 613),698,613,,,
2026-03-24T19:29:34.389149,mouse_move,Mouse at (696, 614),696,614,,,
2026-03-24T19:29:34.396573,mouse_move,Mouse at (695, 614),695,614,,,
2026-03-24T19:29:34.404759,mouse_move,Mouse at (694, 614),694,614,,,
2026-03-24T19:29:34.442634,mouse_move,Mouse at (694, 614),694,614,,,
2026-03-24T19:29:34.444576,mouse_move,Mouse at (692, 614),692,614,,,
2026-03-24T19:29:34.446187,mouse_move,Mouse at (691, 614),691,614,,,
2026-03-24T19:29:34.453035,mouse_move,Mouse at (690, 614),690,614,,,
2026-03-24T19:29:34.461064,mouse_move,Mouse at (688, 614),688,614,,,
2026-03-24T19:29:34.468311,mouse_move,Mouse at (687, 614),687,614,,,
2026-03-24T19:29:34.477102,mouse_move,Mouse at (686, 614),686,614,,,
2026-03-24T19:29:34.485137,mouse_move,Mouse at (684, 613),684,613,,,
2026-03-24T19:29:34.493174,mouse_move,Mouse at (683, 613),683,613,,,
2026-03-24T19:29:34.500855,mouse_move,Mouse at (682, 613),682,613,,,
2026-03-24T19:29:34.541198,mouse_move,Mouse at (681, 613),681,613,,,
2026-03-24T19:29:34.542329,mouse_move,Mouse at (673, 609),673,609,,,
2026-03-24T19:29:34.549140,mouse_move,Mouse at (670, 607),670,607,,,
2026-03-24T19:29:34.556956,mouse_move,Mouse at (670, 607),670,607,,,
2026-03-24T19:29:34.596567,mouse_move,Mouse at (668, 606),668,606,,,
2026-03-24T19:29:34.596567,mouse_move,Mouse at (667, 606),667,606,,,
2026-03-24T19:29:34.664036,mouse_click,Mouse left Click,667,606,,,
2026-03-24T19:29:35.236746,mouse_move,Mouse at (667, 605),667,605,,,
2026-03-24T19:29:35.244708,mouse_move,Mouse at (667, 604),667,604,,,
2026-03-24T19:29:35.275290,mouse_move,Mouse at (667, 603),667,603,,,
2026-03-24T19:29:35.276357,mouse_move,Mouse at (667, 602),667,602,,,
2026-03-24T19:29:35.277442,mouse_move,Mouse at (667, 601),667,601,,,
2026-03-24T19:29:35.285107,mouse_move,Mouse at (668, 600),668,600,,,
2026-03-24T19:29:35.325021,mouse_move,Mouse at (668, 600),668,600,,,
2026-03-24T19:29:35.326077,mouse_move,Mouse at (668, 599),668,599,,,
2026-03-24T19:29:35.374882,mouse_move,Mouse at (668, 598),668,598,,,
2026-03-24T19:29:35.581168,mouse_move,Mouse at (669, 597),669,597,,,
2026-03-24T19:29:35.608617,mouse_move,Mouse at (670, 597),670,597,,,
2026-03-24T19:29:35.609772,mouse_move,Mouse at (670, 598),670,598,,,
2026-03-24T19:29:35.612976,mouse_move,Mouse at (671, 598),671,598,,,
2026-03-24T19:29:35.620493,mouse_move,Mouse at (672, 599),672,599,,,
2026-03-24T19:29:35.926672,mouse_move,Mouse at (673, 600),673,600,,,
2026-03-24T19:29:36.669740,mouse_move,Mouse at (673, 601),673,601,,,
